test_id,source,type,grade,elapsed_sec,question,gold_answers,answer,think_trace
V2-G0157,suite_v2,lookup_periodic,PASS,93.9,엘에스일렉트릭의 반기보고서 (2024.06)에 기재된 영업이익은 얼마인가?,"899,674","엘에스일렉트릭의 반기보고서 (2024.06)에 기재된 영업이익은 899,674원입니다.  근거: FACT [report_id: periodic_20240814001155]",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['엘에스일렉트릭'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 93.9s
V2-G0158,suite_v2,lookup_periodic,FAIL,97.0,SK텔레콤의 분기보고서 (2023.03)에 기재된 기타의비유동자산은 얼마인가?,"22,272,854","SK텔레콤의 분기보고서 (2023.03)에 기재된 기타의비유동자산은 2,094,642백만원입니다.  근거: report_id(periodic_20230512000710), chunk_id(periodic_20230512000710::main::P29::C5)",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['SK텔레콤'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 96.9s
V2-G0159,suite_v2,lookup_periodic,FAIL,98.6,삼성전기의 사업보고서 (2024.12)에 기재된 매입채무및기타채무금액중공급자금융약정과관련된금융부채는 얼마인가?,"24,815","제공된 근거로는 삼성전기의 사업보고서 (2024.12)에 기재된 매입채무및기타채무금액 중 공급자금융약정과 관련된 금융부채에 대한 정보를 확인할 수 없습니다.   근거: report_id(periodic_20250311001190::main::P18::C102), report_id(periodic_20250311001190::main::P18::C101), report_id(periodic_20250311001190::main::P16::C129)",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['삼성전기'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 98.5s
V2-G0160,suite_v2,lookup_periodic,PASS,94.2,대우건설의 사업보고서 (2024.12)에 기재된 주당액면가액은 얼마인가?,"5,000","주당액면가액은 5,000원입니다.  근거: report_id(periodic_20250813000868, chunk_id: P19::C126, P17::C280, P17::C282)",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['대우건설'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 94.2s
V2-G0161,suite_v2,lookup_periodic,PASS,94.6,신한지주의 사업보고서 (2024.12)에 기재된 총회수가능액은 얼마인가?,"60,171,578","총회수가능액은 60,171,578백만원입니다.  근거: report_id(periodic_20250318000993), chunk_id(periodic_20250318000993::main::P21::C24)",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['신한지주'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 94.4s
V2-G0162,suite_v2,lookup_periodic,FAIL,95.1,CJ제일제당의 사업보고서 (2025.12)에 기재된 부채총계는 얼마인가?,"29,949,341","CJ제일제당의 2025년 12월말 부채총계는 18조 1,936억원입니다.  근거: EVIDENCE 1 (periodic_20260316001116::main::P25::C2)",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['CJ제일제당'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 95.1s
V2-G0163,suite_v2,lookup_periodic,PASS,93.7,LG에너지솔루션의 분기보고서 (2026.03)에 기재된 미래임금상승률에대한보험수리적가정은 얼마인가?,0.0396,"미래임금상승률에 대한 보험수리적 가정은 0.0396입니다.  근거: evidence_1, evidence_2, evidence_3, evidence_4",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['LG에너지솔루션'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 93.7s
V2-G0164,suite_v2,lookup_periodic,PASS,95.4,"LIG디펜스앤에어로스페이스의 사업보고서 (2023.12)에 기재된 주요경영진에대한보상,단기종업원급여는 얼마인가?","2,207,550","LIG디펜스앤에어로스페이스의 사업보고서 (2023.12)에 기재된 주요경영진에대한보상 중 단기종업원급여는 2,207,550천 원입니다.  근거: EVIDENCE 1, EVIDENCE 2",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['LIG디펜스앤에어로스페이스'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 95.4s
V2-G0165,suite_v2,lookup_periodic,PASS,94.3,하나금융지주의 반기보고서 (2025.06)에 기재된 지에스건설은 얼마인가?,"7,009","지에스건설(주)에 대한 하나금융지주의 신용공여액은 7,009억원입니다.  근거: periodic_20250814004489::main::P12::C31",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['하나금융지주'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 94.2s
V2-G0166,suite_v2,lookup_periodic,FAIL,97.3,하이브의 분기보고서 (2023.09)에 기재된 기타비유동금융부채는 얼마인가?,"99,514","기타비유동금융부채의 금액은 144,687,232천원입니다.  근거: periodic_20231114001924::main::P15::C2",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['하이브'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 97.3s
V2-G0167,suite_v2,lookup_periodic,PASS,97.1,KB금융의 분기보고서 (2023.09)에 기재된 법인세비용차감전순이익은 얼마인가?,"307,464","법인세비용차감전순이익은 307,464입니다.  근거: report_id(periodic_20231005000478), report_id(periodic_20231005000482)",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['KB금융'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 97.1s
V2-G0168,suite_v2,lookup_periodic,PASS,94.9,HD현대일렉트릭의 분기보고서 (2026.03)에 기재된 자산총계는 얼마인가?,"8,993,052","HD현대일렉트릭의 분기보고서 (2026.03)에 기재된 자산총계는 8,993,052백만 원입니다.  근거: report_id(periodic_20260515002315)",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['HD현대일렉트릭'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 94.8s
V2-G0169,suite_v2,lookup_periodic,FAIL,286.4,한화오션의 분기보고서 (2025.09)에 기재된 지급보증KRW는 얼마인가?,"12,616",필수 항목(한화오션)을 공시 근거에서 확인할 수 없어 답변하지 않습니다.,stopped_at=abstention_gate | hcx=0회 | plan: closed/lookup 회사=['한화오션'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 재검색 2회 | 충분성 미달: 근거에서 확인되지 않은 항목: 한화오션 | 게이트=abstain(required_fields_missing) | elapsed 286.4s
V2-G0170,suite_v2,lookup_periodic,FAIL,99.1,신한지주의 분기보고서 (2025.03)에 기재된 분기말금액은 얼마인가?,"1,490,821","질문하신 신한지주의 분기보고서 (2025.03)에 기재된 분기말금액에 대한 정보를 찾을 수 없습니다. 해당 정보는 제공된 근거에서 확인할 수 없습니다.  근거:  - report_id(periodic_20250515002546, chunk_id: periodic_20250515002546::main::P14::C47) - report_id(periodic_20250515002546, chunk_id: periodic_20250515002546::main::P14::C48) - report_id(periodic_20250515002546, chunk_id: periodic_20250515002546::main::P14::C64) - report_id(periodic_20250515002546, chunk_id: periodic_20250515002546::main::P14::C155) - report_id(periodic_20250515002546, chunk_id: periodic_20250515002546::main::P14::C125)",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['신한지주'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 99.1s
V2-G0171,suite_v2,lookup_periodic,FAIL,99.2,삼성생명의 반기보고서 (2023.06)에 기재된 유ㆍ무형자산처분이익등기타영업외수익은 얼마인가?,"(2,196)","삼성생명의 반기보고서 (2023.06)에 기재된 유ㆍ무형자산처분이익 등 기타영업외수익은 580백만원입니다.  근거: EVIDENCE 1, EVIDENCE 2, EVIDENCE 3, EVIDENCE 4",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['삼성생명'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 99.2s
V2-G0172,suite_v2,lookup_periodic,FAIL,94.3,크래프톤의 분기보고서 (2023.03)에 기재된 영업비용은 얼마인가?,"3,112,850","크래프톤의 분기보고서 (2023.03)에 기재된 영업비용은 255,698,325천 원입니다.  근거: periodic_20230515002494::main::P16::C36",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['크래프톤'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 94.3s
V2-G0173,suite_v2,lookup_periodic,FAIL,94.2,HD현대중공업의 분기보고서 (2026.03)에 기재된 자본잉여금이입은 얼마인가?,"(2,500,000)","자본잉여금 이입은 -2,500,000 백만원입니다.  근거: report_id(periodic_20260515001837::main::P16::C45), report_id(periodic_20260515001837::main::P18::C30)",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['HD현대중공업'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 94.1s
V2-G0174,suite_v2,lookup_periodic,FAIL,93.2,SK하이닉스의 분기보고서 (2024.03)에 기재된 보통주희석주당계속영업이익은 얼마인가?,"2,104원","보통주희석주당계속영업이익에 대한 정보는 제공된 근거에서 찾을 수 없습니다. 따라서 이에 대해 정확한 답변을 드릴 수 없습니다.  근거: periodic_20240516001638::main::P16::C115, periodic_20240516001638::main::P18::C51",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['SK하이닉스'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 93.2s
V2-G0175,suite_v2,lookup_periodic,PASS,96.9,"OCI홀딩스의 분기보고서 (2023.09)에 기재된 핏치,카본블랙,벤젠등관련제품의제조,판매는 얼마인가?",16%,"분기보고서에 따르면, OCI홀딩스의 2023년 9월까지의 분기보고서에서 핏치, 카본블랙, 벤젠 등 관련 제품의 제조 및 판매 금액은 338,361,391,054원입니다.   근거: periodic_20231114002496::main::P7::C1, periodic_20231114002496::main::P16::C20, periodic_20231114002496::main::P8::C10, periodic_20231114002496::main::P8::C8","stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['OCI홀딩스'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | 검증경고: [근거 없는 숫자 의심] 답변에 있지만 근거에도 없고 검산으로도 설명되지 않는 숫자: ['338361391054'] / [단위 재환산 의심] 근거 수치를 10의 거듭제곱으로 바꿔 쓴 것으로 보임: {'338361391054': '338,361,391 x 10^3'} | elapsed 96.8s"
V2-G0176,suite_v2,lookup_periodic,FAIL,93.8,HMM의 사업보고서 (2025.12)에 기재된 부채총계는 얼마인가?,"328,571,409","제공된 근거로는 확인할 수 없습니다.   근거: report_id(periodic_20260318001444::main::P18::C90), report_id(periodic_20260318001444::main::P16::C135)",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['HMM'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 93.8s
V2-G0177,suite_v2,lookup_periodic,PASS,94.1,삼성E&A의 분기보고서 (2024.09)에 기재된 주당액면가액은 얼마인가?,"5,000","5,000원  근거: report_id(periodic_20241114000592), chunk_id(periodic_20241114000592::main::P18::C34), report_id(periodic_20241114000592), chunk_id(periodic_20241114000592::main::P16::C42)",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['삼성E&A'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 94.0s
V2-G0178,suite_v2,lookup_periodic,FAIL,101.4,삼성전기의 사업보고서 (2023.12)에 기재된 출생연월은 얼마인가?,1981.09,"삼성전기의 사업보고서 (2023.12)에 기재된 출생연월일은 다음과 같습니다:  1. 최종구: 1957.09 2. 장덕현: 1964.02 3. 김두영: 1966.12 4. 김성진: 1965.03 5. 김용균: 1954.07 6. 여윤경: 1968.11 7. 이윤정: 1968.08 8. 곽준호: 1972.01 9. 곽형찬: 1977.01 10. 김동진: 1971.08 11. 김보준: 1966.09 12. 김영진: 1973.12 13. 김위헌: 1974.12 14. 김인수: 1961.04 15. 김정렬: 1976.04 16. 김찬공: 1972.12 17. 김태영: 1973.10 18. 박성민: 1972.07 19. 박종문: 1970.12 20. 박중덕: 1983.07 21. 박희철: 1967.06 22. 반영민: 1978.03 23. 서정욱: 1972.10 24. 심규현: 1974.12 25. 안정훈: 1977.10 26. 오창열: 1971.07 27. 우성필: 1973.07  위의 정보는 삼성전기의 사업보고서 (2023.12)에 기재된 임원들의 출생연월일을 정리한 것입니다.   근거: periodic_20240329002895::main::P31::C4, periodic_20240329002895::main::P31::C1, periodic_20240329002895::main::P31::C6, periodic_20240329002895::main::P31::C8",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['삼성전기'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 101.4s
V2-G0179,suite_v2,lookup_periodic,FAIL,93.9,JYP Ent의 사업보고서 (2023.12)에 기재된 유동비율은 얼마인가?,148%,JYP Ent의 사업보고서 (2023.12)에 기재된 유동비율은 239%입니다.  근거: EVIDENCE 1 (periodic_20240318000479::main::P23::C5),stopped_at=answered | hcx=1회 | plan: closed/calculate 회사=['JYP Ent'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 93.8s
V2-G0180,suite_v2,lookup_periodic,PASS,99.8,에코프로비엠의 분기보고서 (2024.03)에 기재된 기타특수관계자의종업원에게부여한주식선택권수량은 얼마인가?,"3,247주","에코프로비엠의 분기보고서 (2024.03)에 기재된 기타특수관계자의 종업원에게 부여한 주식선택권 수량은 **3,247주**입니다.  근거: periodic_20240514001631::main::P16::C29, periodic_20240514001631::main::P18::C20",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['에코프로비엠'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 99.8s
V2-G0181,suite_v2,lookup_periodic,PASS,96.3,"삼성바이오로직스의 분기보고서 (2025.03)에 기재된 소유지분율,특수관계자거래는 얼마인가?",0.4306,"삼성바이오로직스의 분기보고서 (2025.03)에 기재된 소유지분율은 0.4306입니다. 특수관계자거래에 대한 정보는 제공되지 않았습니다.  근거: EVIDENCE 1, EVIDENCE 2, FACT",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['삼성바이오로직스'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 96.3s
V2-G0182,suite_v2,lookup_periodic,PASS,94.7,하나금융지주의 반기보고서 (2024.06)에 기재된 에스케이는 얼마인가?,"52,941","에스케이에 대한 신용공여액은 52,941억원입니다.  근거: report_id(periodic_20240814004342), chunk_id(periodic_20240814004342::main::P11::C31)",stopped_at=answered | hcx=1회 | plan: closed/lookup 회사=['하나금융지주'] 공시=[] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 8건 | 게이트=answer(sufficient) | elapsed 94.7s
V2-G0183,suite_v2,summary,REVIEW,91.2,셀트리온의 2025년 투자판단관련주요경영사항 공시를 기준으로 주요 내용을 정리해줘.,,"### 셀트리온의 2025년 투자판단 관련 주요경영사항 요약  #### 1. 공간전사체 기반 항체 발굴 및 후속 연구 개발을 위한 공동연구계약 체결 - **이사회결의일**: 2025-10-29 - **계약 상대방**: (주)포트래이(Portrai, Inc.) - **계약 내용**: 포트래이의 공간전사체 데이터베이스 및 분석 플랫폼을 활용한 표적 발굴 및 신약 공동연구개발 수행 - **계약 금액**: 최대 $87,750,000 (약 1,259억원)  #### 2. 앱토즈마피하주사(CT-P47, 악템라 바이오시밀러) 한국(MFDS) 품목허가 획득 - **이사회결의일**: 2025-02-12 - **품목명**: 앱토즈마피하주사(Avtozma, CT-P47, 악템라 바이오시밀러) - **대상질환명**: 류마티스 관절염  #### 3. PD-1 x VEGF x IL-2v 삼중융합단백질 신약 개발을 위한 공동연구개발 및 라이선스 계약 체결 - **이사회결의일**: 2025-10-31 - **계약 상대방**: 머스트바이오(주) - **계약 내용**: 머스트바이오가 보유한 사이토카인 플랫폼 및 다중항체 플랫폼을 활용한 삼중융합단백질 공동연구개발 수행 - **계약 금액**: 최대 7,125억원  #### 4. CT-P13 SC(램시마 피하주사 제형) 한국 임상 3상 시험계획 승인(크론병 소아 환자) - **이사회결의일**: 2025-02-21 - **임상시험 제목**: 중등도-중증의 활성 크론병 소아 환자의 유지요법으로서 CT-P13 피하주사 (CT-P13 SC)의 유효성 및 안전성을 평가하는 무작위 배정, 이중 눈가림, 제3상 임상시험  #### 5. 아이덴젤트(CT-P42, 아일리아 바이오시밀러) 유럽연합진행위원회(EC) 최종판매허가 획득 - **이사회결의일**: 2025-02-14 - **품목명**: 아이덴젤트(Eydenzelt, CT-P42, 아일리아 바이오시밀러) - **대상질환명**: neovascular (wet) AMD, macular edema following retinal vein occlusion, diabetic macular edema, diabetic retinopathy  #### 6. 스토보클로&오센벨트(CT-P41, 프롤리아&엑스지바 바이오시밀러) 유럽연합진행위원회(EC) 최종판매허가 획득 - **이사회결의일**: 2025-02-18 - **품목명**: 스토보클로(Stoboclo, CT-P41, 프롤리아 바이오시밀러), 오센벨트(Osenvelt, CT-P41, 엑스지바 바이오시밀러) - **대상질환명**: 폐경 후 여성 및 남성의 골다공증, 남성호르몬 차단 요법을 받고 있는 전립선암 환자의 골 손실 치료, 글루코코르티코이드 유발성 골 손실 치료, 뼈와 관련된 진행성 악성 종양이 있는 성인의 골격계 합병증의 예방, 골거대세포종  #### 7. 옴리클로(CT-P39, 졸레어 바이오시밀러) 미국식품의약국(FDA) 최종 판매 허가 획득 - **이사회결의일**: 2025-03-08 - **품목명**: 옴리클로(Omlyclo, CT-P39, 졸레어 바이오시밀러) - **대상질환명**: 천식, 비용종을 동반한 만성비부비동염, 만성 특발성 두드러기, IgE 매개 식품 알레르기  #### 8. 트리오어社의 플랫폼 기술실시 및 라이선스 계약 체결 - **이사회결의일**: 2025-11-19 - **계약 상대방**: 주식회사 트리오어 - **계약 내용**: 트리오어가 보유한 종양 미세환경 선택적 활성화 플랫폼 TROCAD™ 기술에 대한 기술실시 및 라이선스 계약 체결 - **계약 금액**: 최대 6개 타겟에 대해 기술 실시권을 행사할 수 있으며, 개발 및 판매 마일스톤 지급 금액은 실시 횟수에 따라 변동  #### 9. 희귀 자가면역질환 치료 신약물질 License-in 계약 체결 - **이사회결의일**: 2025-11-04 - **계약 상대방**: Kaigene, Inc. - **계약 내용**: Kaigene으로부터 희귀 자가면역질환 치료 신약물질(FcRn 억제제, 특이적 자가항체 분해제) License-in 계약 체결 - **계약 금액**: 최대 $744,000,000 (약 1조 620억원)  #### 10. 미국 원료의약품 시설 보유한 기업 인수에 대한 독점 교섭 확약 체결 (우선협상대상자 선정) - **이사회결의일**: 2025-07-29 - **취득 대상 회사**: Imclone Systems LLC (미국) - **취득금액**: 460,020,000,000원  #### 11. CT-P44(다잘렉스 바이오시밀러) 유럽 임상 3상 시험계획 승인(Part2) - **이사회결의일**: 2025-09-01 - **임상시험 제목**: 불응성 또는 재발성 다발성 골수종 시험대상자를 대상으로 레날리도마이드 및 덱사메타손과 병용한 피하주사제 CT-P44와 Darzalex Faspro의 유효성 및 안전성을 비교하기 위한 이중눈가림, 무작위배정, 활성 대조, 평행군, 제 3상 임상시험  #### 12. CT-P44(다잘렉스 바이오시밀러) 한국 임상 3상 시험계획 승인 - **이사회결의일**: 2025-07-03 - **임상시험 제목**: 불응성 또는 재발성 다발성 골수종 시험대상자를 대상으로 레날리도마이드 및 덱사메타손과 병용한 피하주사제 CT-P44와 Darzalex Faspro의 유효성 및 안전성을 비교하기 위한 이중눈가림, 무작위배정, 활성 대조, 평행군, 제3상 임상시험  #### 13. CT-P44(다잘렉스 바이오시밀러) 유럽 임상 3상 시험계획 신청(Part2) - **이사회결의일**: 2025-06-19 - **임상시험 제목**: 불응성 또는 재발성 다발성 골수종 시험대상자를 대상으로 레날리도마이드 및 덱사메타손과 병용한 피하주사제 CT-P44와 Darzalex Faspro의 유효성 및 안전성을 비교하기 위한 이중눈가림, 무작위배정, 활성 대조, 평행군, 제 3상 임상시험  #### 14. CT-P51(키트루다 바이오시밀러) 한국 임상 3상 시험계획 승인 - **이사회결의일**: 2025-04-28 - **임상시험 제목**: 이전에 치료를 받은 이력이 없는 전이성 비편평 비소세포폐암 환자를 대상으로 백금-페메트렉시드 항암화학요법과 병용한 CT-P51 및 키트루다의 유효성과 안전성을 비교하기 위한 이중 눈가림, 무작위배정, 활성 대조, 평행군, 제3상 시험  ### 근거 - report_id(exchange_20251029800304), report_id(exchange_20250213800001), report_id(exchange_20251031800310), report_id(exchange_20250224800005), report_id(exchange_20250214800529), report_id(exchange_20250218800080), report_id(exchange_20250310800010), report_id(exchange_20251119800175), report_id(exchange_20251104800021), report_id(exchange_20250923800076), report_id(exchange_20250901800001), report_id(exchange_20250703800002), report_id(exchange_20250619800002), report_id(exchange_20250428800742)",stopped_at=answered | hcx=1회 | plan: open/summarize 회사=['셀트리온'] 공시=['투자판단관련주요경영사항'] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 24건 | 게이트=answer(sufficient) | elapsed 91.2s
V2-G0184,suite_v2,summary,REVIEW,77.0,현대건설의 2025년 단일판매ㆍ공급계약체결 공시를 기준으로 주요 내용을 정리해줘.,,"현대건설의 2025년 단일판매ㆍ공급계약체결 공시의 주요 내용은 다음과 같습니다:  1. **계약(수주)일자**:     - 2025-12-16 (우동3구역 주택재개발 정비사업)    - 2025-12-22 (신안우이 해상풍력 발전소 설계·구매·시공(EPC) 계약)    - 2025-09-14 (이라크 해수처리시설 공사)    - 2025-08-13 (개포주공6.7단지아파트 재건축정비사업)    - 2025-06-04 (장대B구역 재개발 정비사업)    - 2025-02-18 (가양동 CJ부지 업무복합시설 신축공사)  2. **계약금액(원)**:    - 1,500,398,460,000 (우동3구역 주택재개발 정비사업)    - 668,400,000,000 (신안우이 해상풍력 발전소 설계·구매·시공(EPC) 계약)    - 4,390,170,544,000 (이라크 해수처리시설 공사)    - 1,513,827,000,000 (개포주공6.7단지아파트 재건축정비사업)    - 1,495,873,242,528 (장대B구역 재개발 정비사업)    - 1,626,673,000,000 (가양동 CJ부지 업무복합시설 신축공사)  3. **계약상대**:    - 우동3구역 주택재개발정비사업조합 (우동3구역 주택재개발 정비사업)    - 신안우이 해상풍력 주식회사 (신안우이 해상풍력 발전소 설계·구매·시공(EPC) 계약)    - TOTALENERGIES EP RATAWI HUB SAS (이라크 해수처리시설 공사)    - 개포주공6.7단지아파트 재건축정비사업조합 (개포주공6.7단지아파트 재건축정비사업)    - 장대B구역 재개발정비사업조합 (장대B구역 재개발 정비사업)    - 인창개발 주식회사 (가양동 CJ부지 업무복합시설 신축공사)  4. **판매ㆍ공급지역**:    - 부산광역시 해운대구 우1동 229번지 일대 (우동3구역 주택재개발 정비사업)    - 전라남도 신안군 도초면 우이도리 인근 (신안우이 해상풍력 발전소 설계·구매·시공(EPC) 계약)    - Basra region, Iraq (이라크 해수처리시설 공사)    - 서울특별시 강남구 개포동 185번지 일대 (개포주공6.7단지아파트 재건축정비사업)    - 대전광역시 유성구 장대동 14-5번지 일원 (장대B구역 재개발 정비사업)    - 서울시 강서구 가양동 92-1번지 일원 (가양동 CJ부지 업무복합시설 신축공사)  5. **매출액대비**:    - 4.6% (우동3구역 주택재개발 정비사업)    - 2.0% (신안우이 해상풍력 발전소 설계·구매·시공(EPC) 계약)    - 13.4% (이라크 해수처리시설 공사)    - 4.63% (개포주공6.7단지아파트 재건축정비사업)    - 4.58% (장대B구역 재개발 정비사업)    - 5.49% (가양동 CJ부지 업무복합시설 신축공사)  6. **대규모법인여부**: 해당  7. **기타 투자판단과 관련한 중요사항**:    - 각 계약의 구체적인 내용과 조건은 해당 공시에 상세히 기재되어 있습니다.  이상으로 현대건설의 2025년 단일판매ㆍ공급계약체결 공시의 주요 내용을 정리하였습니다.   근거: EVIDENCE 1, EVIDENCE 2, EVIDENCE 3, EVIDENCE 4, EVIDENCE 6, EVIDENCE 8, EVIDENCE 9, EVIDENCE 10, EVIDENCE 11, FACT",stopped_at=answered | hcx=1회 | plan: open/summarize 회사=['현대건설'] 공시=['단일판매공급계약체결'] 집계=none 버전=latest_only | scope=in_scope | 하위질의 1개 근거 24건 | 게이트=answer(sufficient) | 검증경고: 답변에 근거(report_id/chunk_id) 인용이 없음 | elapsed 76.9s
